pincode,taluk,districtname,statename
533101,Rajahmundry (Urban),East Godavari,ANDHRA PRADESH
533293,Rajahmundry Rural,East Godavari,ANDHRA PRADESH
533105,Rajahmundry (Urban),East Godavari,ANDHRA PRADESH
533101,Rajahmundry (Urban),East Godavari,ANDHRA PRADESH
533105,Rajahmundry (Urban),East Godavari,ANDHRA PRADESH
533343,Bikkavolu,East Godavari,ANDHRA PRADESH
533261,Rayavaram,East Godavari,ANDHRA PRADESH
533263,Pamarru,East Godavari,ANDHRA PRADESH
533262,Ramachandrapuram,East Godavari,ANDHRA PRADESH
533306,Pamarru,East Godavari,ANDHRA PRADESH
533305,Pamarru,East Godavari,ANDHRA PRADESH
533345,Bikkavolu,East Godavari,ANDHRA PRADESH
533256,Ramachandrapuram,East Godavari,ANDHRA PRADESH
533346,Rayavaram,East Godavari,ANDHRA PRADESH
533262,Ramachandrapuram,East Godavari,ANDHRA PRADESH
533233,Alamuru,East Godavari,ANDHRA PRADESH
533342,Anaparthy,East Godavari,ANDHRA PRADESH
533307,Kapileswarapuram,East Godavari,ANDHRA PRADESH
533232,Alamuru,East Godavari,ANDHRA PRADESH
533341,Mandapeta,East Godavari,ANDHRA PRADESH
533309,Kapileswarapuram,East Godavari,ANDHRA PRADESH
533264,Anaparthy,East Godavari,ANDHRA PRADESH
533308,Mandapeta,East Godavari,ANDHRA PRADESH
533340,Mandapeta,East Godavari,ANDHRA PRADESH
533234,Mandapeta,East Godavari,ANDHRA PRADESH
533285,Gokavaram,East Godavari,ANDHRA PRADESH
516330,Pulivendla,Cuddapah,ANDHRA PRADESH
524319,Kodavaluru,Nellore,ANDHRA PRADESH
524347,Nellore,Nellore,ANDHRA PRADESH
522238,Guntur,Guntur,ANDHRA PRADESH
534320,Penugonda (mdl),West Godavari,ANDHRA PRADESH
534320,Penugonda (mdl),West Godavari,ANDHRA PRADESH
534124,Penumantra (mdl),West Godavari,ANDHRA PRADESH
534328,Peravali (mdl),West Godavari,ANDHRA PRADESH
534327,Poduru (mdl),West Godavari,ANDHRA PRADESH
534238,Penumantra (mdl),West Godavari,ANDHRA PRADESH
534247,Viravasaram (mdl),West Godavari,ANDHRA PRADESH
534208,Bhimavaram,West Godavari,ANDHRA PRADESH
534275,Narasapuram,West Godavari,ANDHRA PRADESH
534275,Narsapur (mdl),West Godavari,ANDHRA PRADESH
534211,Tanuku,West Godavari,ANDHRA PRADESH
534326,Penugonda (mdl),West Godavari,ANDHRA PRADESH
534280,Narsapur (mdl),West Godavari,ANDHRA PRADESH
534202,Bhimavaram,West Godavari,ANDHRA PRADESH
534201,Bhimavaram,West Godavari,ANDHRA PRADESH
534202,Bhimavaram,West Godavari,ANDHRA PRADESH
534204,Kalla (mdl),West Godavari,ANDHRA PRADESH
534243,Palakoderu (mdl),West Godavari,ANDHRA PRADESH
534211,Tanuku,West Godavari,ANDHRA PRADESH
534211,Tanuku,West Godavari,ANDHRA PRADESH
534207,Bhimavaram(mdl),West Godavari,ANDHRA PRADESH
534199,Undi (mdl),West Godavari,ANDHRA PRADESH
534324,Penugonda (mdl),West Godavari,ANDHRA PRADESH
534222,Velpur (mdl),West Godavari,ANDHRA PRADESH
534215,Tanuku (mdl),West Godavari,ANDHRA PRADESH
534245,Viravasaram (mdl),West Godavari,ANDHRA PRADESH
534216,Vundrajavaram (mdl),West Godavari,ANDHRA PRADESH
534236,Kalla (mdl),West Godavari,ANDHRA PRADESH
534235,Akividu (mdl),West Godavari,ANDHRA PRADESH
534126,NA,West Godavari,ANDHRA PRADESH
534230,Attili (mdl),West Godavari,ANDHRA PRADESH
534123,Atchanta (mdl),West Godavari,ANDHRA PRADESH
534202,Bhimavaram,West Godavari,ANDHRA PRADESH
534201,Bhimavaram,West Godavari,ANDHRA PRADESH
534239,Bhimavaram (mdl),West Godavari,ANDHRA PRADESH
534202,Bhimavaram,West Godavari,ANDHRA PRADESH
534266,Ellamanchili (mdl),West Godavari,ANDHRA PRADESH
534268,Ellamanchili (mdl),West Godavari,ANDHRA PRADESH
534267,Poduru (mdl),West Godavari,ANDHRA PRADESH
534211,Tanuku,West Godavari,ANDHRA PRADESH
534217,Iragavaram (mdl),West Godavari,ANDHRA PRADESH
534265,Palakol (mdl),West Godavari,ANDHRA PRADESH
534237,Kalla (mdl),West Godavari,ANDHRA PRADESH
534338,Poduru(mdl),West Godavari,ANDHRA PRADESH
534330,Peravali (mdl),West Godavari,ANDHRA PRADESH
534269,Atchanta (mdl),West Godavari,ANDHRA PRADESH
534240,Viravasaram(mdl),West Godavari,ANDHRA PRADESH
534206,Kalla (mdl),West Godavari,ANDHRA PRADESH
534260,Palacole,West Godavari,ANDHRA PRADESH
534250,Viravasaram(mdl),West Godavari,ANDHRA PRADESH
534218,Tanuku (mdl),West Godavari,ANDHRA PRADESH
534122,Penumantra (mdl),West Godavari,ANDHRA PRADESH
534209,Palakoderu (mdl),West Godavari,ANDHRA PRADESH
534281,Mogalturu(mdl),West Godavari,ANDHRA PRADESH
534227,U.varam(mdl),West Godavari,ANDHRA PRADESH
534275,Narsapur (mdl),West Godavari,ANDHRA PRADESH
534275,Narasapuram,West Godavari,ANDHRA PRADESH
534260,Palacole,West Godavari,ANDHRA PRADESH
534210,Palakoderu (mdl),West Godavari,ANDHRA PRADESH
534244,Palakoderu(mdl),West Godavari,ANDHRA PRADESH
517370,Madanapalle,Chittoor,ANDHRA PRADESH
517351,Madanapalle,Chittoor,ANDHRA PRADESH
517319,Madanapalle,Chittoor,ANDHRA PRADESH
517257,Madanpalle,Chittoor,ANDHRA PRADESH
517325,Madanapalle,Chittoor,ANDHRA PRADESH
517350,Madanapalle,Chittoor,ANDHRA PRADESH
517326,Madanapalle,Chittoor,ANDHRA PRADESH
517417,Madanapalle,Chittoor,ANDHRA PRADESH
517390,Madanapalle,Chittoor,ANDHRA PRADESH
517408,Palamaner,Chittoor,ANDHRA PRADESH
517124,Chittoor,Chittoor,ANDHRA PRADESH
517403,Chittoor,Chittoor,ANDHRA PRADESH
517001,Chittoor,Chittoor,ANDHRA PRADESH
517421,Chittoor,Chittoor,ANDHRA PRADESH
517599,Chittoor,Chittoor,ANDHRA PRADESH
517422,Chittoor,Chittoor,ANDHRA PRADESH
517280,Madanapalle,Chittoor,ANDHRA PRADESH
517391,Madanapalle,Chittoor,ANDHRA PRADESH
517247,Madanapalle,Chittoor,ANDHRA PRADESH
517352,Madanapalle,Chittoor,ANDHRA PRADESH
517414,Madanapalle,Chittoor,ANDHRA PRADESH
517325,Madanapalle,Chittoor,ANDHRA PRADESH
517123,Madanapalle,Chittoor,ANDHRA PRADESH
517129,Arugonda,Chittoor,ANDHRA PRADESH
517002,Chittoor,Chittoor,ANDHRA PRADESH
517001,Chittoor,Chittoor,ANDHRA PRADESH
517001,Chittoor,Chittoor,ANDHRA PRADESH
517004,Chittoor,Chittoor,ANDHRA PRADESH
517125,Chittoor,Chittoor,ANDHRA PRADESH
517001,Chittoor,Chittoor,ANDHRA PRADESH
517130,Chittoor,Chittoor,ANDHRA PRADESH
517128,Yadamarri,Chittoor,ANDHRA PRADESH
517131,Chittoor,Chittoor,ANDHRA PRADESH
517167,Chittoor,Chittoor,ANDHRA PRADESH
517002,Chittoor,Chittoor,ANDHRA PRADESH
517127,Chittoor,Chittoor,ANDHRA PRADESH
517132,Chittoor,Chittoor,ANDHRA PRADESH
517419,Chittoor,Chittoor,ANDHRA PRADESH
517126,Chittoor,Chittoor,ANDHRA PRADESH
517418,Madanapalle,Chittoor,ANDHRA PRADESH
517425,Palamaner,Chittoor,ANDHRA PRADESH
517423,Palamaner,Chittoor,ANDHRA PRADESH
517401,Palamaner,Chittoor,ANDHRA PRADESH
517424,Palamaner,Chittoor,ANDHRA PRADESH
517415,Palamaner,Chittoor,ANDHRA PRADESH
517432,Palamaner,Chittoor,ANDHRA PRADESH
517408,Palamaner,Chittoor,ANDHRA PRADESH
517429,Palamaner,Chittoor,ANDHRA PRADESH
517416,Palamaner,Chittoor,ANDHRA PRADESH
524409,Sydapuram,Nellore,ANDHRA PRADESH
524343,Kaluvoya,Nellore,ANDHRA PRADESH
524345,Podalakur,Nellore,ANDHRA PRADESH
524408,Rapur,Nellore,ANDHRA PRADESH
524309,Podalakur,Nellore,ANDHRA PRADESH
524404,Balayapalli,Nellore,ANDHRA PRADESH
524406,Gudur,Nellore,ANDHRA PRADESH
524134,Dakkili,Nellore,ANDHRA PRADESH
524101,Gudur,Nellore,ANDHRA PRADESH
524101,Gudur,Nellore,ANDHRA PRADESH
524410,Gudur,Nellore,ANDHRA PRADESH
524411,Kota,Nellore,ANDHRA PRADESH
524415,Vakadu,Nellore,ANDHRA PRADESH
524132,Venkatagiri,Nellore,ANDHRA PRADESH
524132,Venkatagiri,Nellore,ANDHRA PRADESH
524413,Vakadu,Nellore,ANDHRA PRADESH
524402,Vojili,Nellore,ANDHRA PRADESH
524412,Gudur,Nellore,ANDHRA PRADESH
524131,Gudur,Nellore,ANDHRA PRADESH
524405,Manubolu,Nellore,ANDHRA PRADESH
524101,Gudur,Nellore,ANDHRA PRADESH
524101,Gudur,Nellore,ANDHRA PRADESH
524323,Venkatachalam,Nellore,ANDHRA PRADESH
524321,Survepalli,Nellore,ANDHRA PRADESH
524407,Sydapuram,Nellore,ANDHRA PRADESH
524320,Venkatachalam,Nellore,ANDHRA PRADESH
524123,Sullurpeta,Nellore,ANDHRA PRADESH
524403,Chittamur,Nellore,ANDHRA PRADESH
524421,Naidupeta,Nellore,ANDHRA PRADESH
524126,Naidupeta,Nellore,ANDHRA PRADESH
524129,Pellakur,Nellore,ANDHRA PRADESH
524121,Sullurpeta,Nellore,ANDHRA PRADESH
524124,Sullurpeta,Nellore,ANDHRA PRADESH
524121,Sullurpeta,Nellore,ANDHRA PRADESH
524401,Tada,Nellore,ANDHRA PRADESH
524127,Chittamur,Nellore,ANDHRA PRADESH
524341,Chejerla,Nellore,ANDHRA PRADESH
524342,Kaluvoya,Nellore,ANDHRA PRADESH
524414,Rapur,Nellore,ANDHRA PRADESH
533344,Pedapudi,East Godavari,ANDHRA PRADESH
533006,Kakinada Rural,East Godavari,ANDHRA PRADESH
533002,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533001,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533001,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533462,Karapa,East Godavari,ANDHRA PRADESH
533002,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533003,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533004,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533003,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533001,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533463,Tallarevu,East Godavari,ANDHRA PRADESH
533016,Kakinada (Urban),East Godavari,ANDHRA PRADESH
533260,Karapa,East Godavari,ANDHRA PRADESH
517646,Satyavedu,Chittoor,ANDHRA PRADESH
534444,Kukunoor,West Godavari,ANDHRA PRADESH
517507,Tirupati,Chittoor,ANDHRA PRADESH
522034,Guntur,Guntur,ANDHRA PRADESH
516005,CUDDAPAH,Cuddapah,ANDHRA PRADESH
505416,Peddapalli,Peddapalli,ANDHRA PRADESH
523272,NA,Prakasam,ANDHRA PRADESH
522601,Narasaraopet,Guntur,ANDHRA PRADESH
522663,Narasaraopet,Guntur,ANDHRA PRADESH
534134,Attili (mdl),West Godavari,ANDHRA PRADESH
522616,Narasaraopet,Guntur,ANDHRA PRADESH
533284,Gangavaram,East Godavari,ANDHRA PRADESH
533296,Rajanagaram,East Godavari,ANDHRA PRADESH
533102,Rajahmundry Rural,East Godavari,ANDHRA PRADESH
533107,Rajahmundry Rural,East Godavari,ANDHRA PRADESH
533308,Mandapeta,East Godavari,ANDHRA PRADESH
517128,Yadamarri,Chittoor,ANDHRA PRADESH
533297,Gandepalli,East Godavari,ANDHRA PRADESH
533444,Gollaprolu,East Godavari,ANDHRA PRADESH
534225,Iragavaram(mdl),West Godavari,ANDHRA PRADESH
517426,Kuppam,Chittoor,ANDHRA PRADESH
523214,Prakasam,Prakasam,ANDHRA PRADESH
533101,Rajahmundry Rural,East Godavari,ANDHRA PRADESH
523201,Addanki,Prakasam,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533242,Razole,East Godavari,ANDHRA PRADESH
531001,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531116,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
534201,Bhimavaram (mdl),West Godavari,ANDHRA PRADESH
534260,Palakol(mdl),West Godavari,ANDHRA PRADESH
534211,Tanuku (mdl),West Godavari,ANDHRA PRADESH
517001,Chittoor,Chittoor,ANDHRA PRADESH
517325,Madanapalle,Chittoor,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516115,Rajampet,Cuddapah,ANDHRA PRADESH
534001,Eluru,West Godavari,ANDHRA PRADESH
534447,J.r.gudem,West Godavari,ANDHRA PRADESH
521301,Gudivada,Krishna,ANDHRA PRADESH
521201,Nuzvid,Krishna,ANDHRA PRADESH
524101,Gudur,Nellore,ANDHRA PRADESH
515801,Guntakal,Ananthapur,ANDHRA PRADESH
522002,Guntur,Guntur,ANDHRA PRADESH
522503,Mangalagiri,Guntur,ANDHRA PRADESH
533349,VR puram,East Godavari,ANDHRA PRADESH
533350,Kunavaram,East Godavari,ANDHRA PRADESH
515201,Hindupur,Ananthapur,ANDHRA PRADESH
515671,Dharmavaram,Ananthapur,ANDHRA PRADESH
533001,Kakinada,East Godavari,ANDHRA PRADESH
533440,Kakinada,East Godavari,ANDHRA PRADESH
518501,Nandyal,Kurnool,ANDHRA PRADESH
523316,Markapur,Prakasam,ANDHRA PRADESH
522601,Narasaraopet,Guntur,ANDHRA PRADESH
522403,Sattenapalle,Guntur,ANDHRA PRADESH
524001,Nellore,Nellore,ANDHRA PRADESH
524201,Kavali,Nellore,ANDHRA PRADESH
535501,Parvathipuram,Vizianagaram,ANDHRA PRADESH
535558,Bobbili,Vizianagaram,ANDHRA PRADESH
523155,Chirala,Prakasam,ANDHRA PRADESH
523105,Kandukur,Prakasam,ANDHRA PRADESH
523240,Kanigiri,Prakasam,ANDHRA PRADESH
523001,Ongole,Prakasam,ANDHRA PRADESH
516360,Proddatur,Cuddapah,ANDHRA PRADESH
516390,Pulivendla,Cuddapah,ANDHRA PRADESH
533101,Rajahmundry,East Godavari,ANDHRA PRADESH
533255,Ramachandrapuram,East Godavari,ANDHRA PRADESH
521001,Bandar,Krishna,ANDHRA PRADESH
521121,Avanigadda,Krishna,ANDHRA PRADESH
532001,Srikakulam,Srikakulam,ANDHRA PRADESH
532185,Amadalavalasa,Srikakulam,ANDHRA PRADESH
532201,Tekkali,Srikakulam,ANDHRA PRADESH
518001,Kurnool,Kurnool,ANDHRA PRADESH
518301,Adoni,Kurnool,ANDHRA PRADESH
520001,Krishna,Krishna,ANDHRA PRADESH
520002,Vijayawada (Urban),Krishna,ANDHRA PRADESH
534101,Tadepalligudem,West Godavari,ANDHRA PRADESH
534350,Kovvur,West Godavari,ANDHRA PRADESH
522201,Tenali,Guntur,ANDHRA PRADESH
522101,Bapatla,Guntur,ANDHRA PRADESH
517501,Tirupati (Urban),Chittoor,ANDHRA PRADESH
517101,Chandragiri,Chittoor,ANDHRA PRADESH
517644,Srikalahasti,Chittoor,ANDHRA PRADESH
530001,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
530004,Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH
535002,Vizianagaram,Vizianagaram,ANDHRA PRADESH
533239,Ambajipeta Mandal,East Godavari,ANDHRA PRADESH
533238,Ravulapalem Mandal,East Godavari,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533236,Atreyapuram Mandal,East Godavari,ANDHRA PRADESH
533251,Sakhinetipalli Mandal,East Godavari,ANDHRA PRADESH
533213,Amalapuram Mandal,East Godavari,ANDHRA PRADESH
533244,Razole Mandal,East Godavari,ANDHRA PRADESH
533249,Razole Mandal,East Godavari,ANDHRA PRADESH
533249,Razole,East Godavari,ANDHRA PRADESH
533228,Kothapeta Mandal,East Godavari,ANDHRA PRADESH
533577,Ainavilli Mandal,East Godavari,ANDHRA PRADESH
533237,Atreyapuram Mandal,East Godavari,ANDHRA PRADESH
533254,Malikipuram Mandal,East Godavari,ANDHRA PRADESH
533217,Allavaram,East Godavari,ANDHRA PRADESH
533214,Ambajipeta,East Godavari,ANDHRA PRADESH
533222,Uppalaguptan Mandal,East Godavari,ANDHRA PRADESH
533252,Sakhinetipalli Mandal,East Godavari,ANDHRA PRADESH
533235,Atreyapuram Mandal,East Godavari,ANDHRA PRADESH
533221,Amalapuram Mandal,East Godavari,ANDHRA PRADESH
533210,Allavaram Mandal,East Godavari,ANDHRA PRADESH
533215,Allavaram,East Godavari,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533240,D.gannavaram Mandal,East Godavari,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533274,Ravulapalem Mandal,East Godavari,ANDHRA PRADESH
533212,Katrenikona Mandal,East Godavari,ANDHRA PRADESH
533220,I.polavaram Mandal,East Godavari,ANDHRA PRADESH
533253,Malikipuram Mandal,East Godavari,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533250,Sakhinetipalli Mandal,East Godavari,ANDHRA PRADESH
533241,Ambajipeta Mandal,East Godavari,ANDHRA PRADESH
533211,Ainavilli Mandal,East Godavari,ANDHRA PRADESH
533216,Mummidivaram Mandal,East Godavari,ANDHRA PRADESH
533247,Mamidikuduru Mandal,East Godavari,ANDHRA PRADESH
533201,Amalapuram,East Godavari,ANDHRA PRADESH
533218,Amalapuram Mandal,East Godavari,ANDHRA PRADESH
533248,Razole Mandal,East Godavari,ANDHRA PRADESH
531081,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531020,Paravada,Visakhapatnam,ANDHRA PRADESH
531002,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531021,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531126,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531083,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531060,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531127,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531035,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531032,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531055,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531149,Araku,Visakhapatnam,ANDHRA PRADESH
531151,Araku Valley,Visakhapatnam,ANDHRA PRADESH
531030,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531029,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531023,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531077,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531028,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531034,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531022,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531075,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531027,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531024,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531040,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531025,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531026,Chodavaram,Visakhapatnam,ANDHRA PRADESH
531111,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531085,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531114,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531087,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531118,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531084,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531113,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531115,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531133,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531105,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531117,Narsipatnam,Visakhapatnam,ANDHRA PRADESH
531011,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531061,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531082,Yellamanchili,Visakhapatnam,ANDHRA PRADESH
531001,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531031,Anakapalle,Visakhapatnam,ANDHRA PRADESH
531033,Anakapalle,Visakhapatnam,ANDHRA PRADESH
515004,Anantapur,Ananthapur,ANDHRA PRADESH
515761,Kalyandurg,Ananthapur,ANDHRA PRADESH
515761,Kalyandurg,Ananthapur,ANDHRA PRADESH
515765,Kambadur,Ananthapur,ANDHRA PRADESH
515721,Kandukur,Ananthapur,ANDHRA PRADESH
515711,Kuderu,Ananthapur,ANDHRA PRADESH
515766,Kundurpi,Ananthapur,ANDHRA PRADESH
515004,Anantapur,Ananthapur,ANDHRA PRADESH
515425,Narpala,Ananthapur,ANDHRA PRADESH
515787,Kambadur,Ananthapur,ANDHRA PRADESH
515005,Anantapur,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515414,Putlur,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515004,Anantapur,Ananthapur,ANDHRA PRADESH
515411,Tadpatri,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515767,Shettur,Ananthapur,ANDHRA PRADESH
515435,Singanamala,Ananthapur,ANDHRA PRADESH
515445,Tadpatri,Ananthapur,ANDHRA PRADESH
515003,Anantapur,Ananthapur,ANDHRA PRADESH
515411,Tadpatri,Ananthapur,ANDHRA PRADESH
515411,Tadpatri,Ananthapur,ANDHRA PRADESH
515411,Tadpatri,Ananthapur,ANDHRA PRADESH
515411,Tadpatri,Ananthapur,ANDHRA PRADESH
515465,Tadpatri,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515001,Anantapur,Ananthapur,ANDHRA PRADESH
515002,Anantapur,Ananthapur,ANDHRA PRADESH
515751,Atmakur,Ananthapur,ANDHRA PRADESH
515741,Beluguppa,Ananthapur,ANDHRA PRADESH
515763,Brahmasamudram,Ananthapur,ANDHRA PRADESH
515701,Bukkrayasamudram,Ananthapur,ANDHRA PRADESH
515415,Tadpatri,Ananthapur,ANDHRA PRADESH
515005,Anantapur,Ananthapur,ANDHRA PRADESH
515731,Garladinne,Ananthapur,ANDHRA PRADESH
516270,Rayachoti,Cuddapah,ANDHRA PRADESH
516269,Rayachoti,Cuddapah,ANDHRA PRADESH
516215,Sambepalle,Cuddapah,ANDHRA PRADESH
516268,Veeraballe,Cuddapah,ANDHRA PRADESH
516269,Rayachoti,Cuddapah,ANDHRA PRADESH
516501,Atlur,Cuddapah,ANDHRA PRADESH
516128,Penagalur,Cuddapah,ANDHRA PRADESH
516104,Chitvel,Cuddapah,ANDHRA PRADESH
516101,Kodur,Cuddapah,ANDHRA PRADESH
516247,Vontimitta,Cuddapah,ANDHRA PRADESH
516126,Rajampet,Cuddapah,ANDHRA PRADESH
516152,Vontimitta,Cuddapah,ANDHRA PRADESH
516150,Nandalur,Cuddapah,ANDHRA PRADESH
516108,Obulavaripalle,Cuddapah,ANDHRA PRADESH
516110,Peddarachapalli,Cuddapah,ANDHRA PRADESH
516127,Penagalur,Cuddapah,ANDHRA PRADESH
516107,Pullampeta,Cuddapah,ANDHRA PRADESH
516129,T Sundupalle,Cuddapah,ANDHRA PRADESH
516237,Sidhout,Cuddapah,ANDHRA PRADESH
516151,Nandalur,Cuddapah,ANDHRA PRADESH
516130,T Sundupalle,Cuddapah,ANDHRA PRADESH
516213,Vontimitta,Cuddapah,ANDHRA PRADESH
516115,Rajampet,Cuddapah,ANDHRA PRADESH
516101,Kodur,Cuddapah,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516105,Kodur,Cuddapah,ANDHRA PRADESH
516162,Chennur,Cuddapah,ANDHRA PRADESH
516163,Chennur,Cuddapah,ANDHRA PRADESH
516002,Cuddapah,Cuddapah,ANDHRA PRADESH
516203,Khajipet,Cuddapah,ANDHRA PRADESH
516002,Cuddapah,Cuddapah,ANDHRA PRADESH
516259,Chakrayapet,Cuddapah,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516257,Lakkireddipalle,Cuddapah,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516504,Ramapuram,Cuddapah,ANDHRA PRADESH
516003,Cuddapah,Cuddapah,ANDHRA PRADESH
516001,Cuddapah,Cuddapah,ANDHRA PRADESH
516004,Cuddapah,Cuddapah,ANDHRA PRADESH
516228,Badvel,Cuddapah,ANDHRA PRADESH
516227,Badvel,Cuddapah,ANDHRA PRADESH
516227,Badvel,Cuddapah,ANDHRA PRADESH
516502,Badvel,Cuddapah,ANDHRA PRADESH
516233,Gopavaram,Cuddapah,ANDHRA PRADESH
516217,Kalasapadu,Cuddapah,ANDHRA PRADESH
516503,Brahmamgarimattam,Cuddapah,ANDHRA PRADESH
516193,Porumamilla,Cuddapah,ANDHRA PRADESH
516505,Porumamilla,Cuddapah,ANDHRA PRADESH
516214,Chinnamandem,Cuddapah,ANDHRA PRADESH
516267,Galiveedu,Cuddapah,ANDHRA PRADESH
534401,Pulla,West Godavari,ANDHRA PRADESH
534452,Tadikalapudi,West Godavari,ANDHRA PRADESH
534448,Buttayagudem,West Godavari,ANDHRA PRADESH
534455,Jangareddigudem,West Godavari,ANDHRA PRADESH
534447,Jangareddigudem,West Godavari,ANDHRA PRADESH
534449,K.kota,West Godavari,ANDHRA PRADESH
534311,Kannapuram,West Godavari,ANDHRA PRADESH
534312,Koyyalagudem,West Godavari,ANDHRA PRADESH
534451,Lakkavaram,West Godavari,ANDHRA PRADESH
534435,Eluru,West Godavari,ANDHRA PRADESH
534456,Jeelugumilli,West Godavari,ANDHRA PRADESH
534002,Eluru,West Godavari,ANDHRA PRADESH
534004,Eluru,West Godavari,ANDHRA PRADESH
534006,Eluru,West Godavari,ANDHRA PRADESH
534006,Eluru,West Godavari,ANDHRA PRADESH
534007,Eluru,West Godavari,ANDHRA PRADESH
534006,Eluru,West Godavari,ANDHRA PRADESH
534002,Eluru,West Godavari,ANDHRA PRADESH
534437,Pedapadu,West Godavari,ANDHRA PRADESH
534006,Eluru,West Godavari,ANDHRA PRADESH
534003,Eluru,West Godavari,ANDHRA PRADESH
534007,Eluru,West Godavari,ANDHRA PRADESH
534002,Eluru,West Godavari,ANDHRA PRADESH
534475,Vijayarai,West Godavari,ANDHRA PRADESH
534001,Eluru,West Godavari,ANDHRA PRADESH
534432,Eluru,West Godavari,ANDHRA PRADESH
534001,Eluru,West Godavari,ANDHRA PRADESH
534005,Eluru,West Godavari,ANDHRA PRADESH
534450,Eluru,West Godavari,ANDHRA PRADESH
534427,Eluru,West Godavari,ANDHRA PRADESH
534007,Eluru,West Godavari,ANDHRA PRADESH
534442,Eluru,West Godavari,ANDHRA PRADESH
534002,Eluru,West Godavari,ANDHRA PRADESH
534007,Eluru,West Godavari,ANDHRA PRADESH
534005,Eluru,West Godavari,ANDHRA PRADESH
534003,Eluru,West Godavari,ANDHRA PRADESH
534460,Chintalapudi,West Godavari,ANDHRA PRADESH
534462,Dharmajigudem,West Godavari,ANDHRA PRADESH
534461,Pragadavaram,West Godavari,ANDHRA PRADESH
534467,T.narasapuram,West Godavari,ANDHRA PRADESH
